province,district,ward,ward_code
bắc giang,hiệp hòa,thường thắng,26921.0
bắc giang,hiệp hòa,danh thắng,26922.0
bắc giang,hiệp hòa,mai trung,26923.0
bắc giang,hiệp hòa,xuân cẩm,26924.0
bắc giang,hiệp hòa,bắc lý,26925.0
bắc giang,hiệp hòa,hương lâm,26926.0
bắc giang,hiệp hòa,mai đình,26927.0
bắc giang,hiệp hòa,châu minh,26928.0
bắc giang,hiệp hòa,đông lỗ,26929.0
bắc giang,hiệp hòa,đoan bái,26930.0
bắc giang,hiệp hòa,lương phong,26931.0
bắc ninh,bắc ninh,suối hoa,16106.0
bắc ninh,bắc ninh,tiền an,16107.0
bắc ninh,bắc ninh,kim chân,16108.0
bắc ninh,bắc ninh,thị cầu,16109.0
bắc ninh,bắc ninh,đáp cầu,16110.0
bắc ninh,bắc ninh,vũ ninh,16111.0
bắc ninh,bắc ninh,hòa long,16112.0
bắc ninh,bắc ninh,vạn an,16113.0
bắc ninh,bắc ninh,kinh bắc,16114.0
bắc ninh,bắc ninh,vệ an,16115.0
bắc ninh,bắc ninh,khúc xuyên,16116.0
bắc ninh,bắc ninh,phong khê,16117.0
bắc ninh,bắc ninh,võ cường,16118.0
bắc ninh,bắc ninh,khắc niệm,16119.0
bắc ninh,bắc ninh,hạp lĩnh,16120.0
bắc ninh,bắc ninh,nam sơn,16121.0
bắc ninh,bắc ninh,vân dương,16122.0
bắc ninh,bắc ninh,đại phúc,16123.0
bắc ninh,bắc ninh,ninh xá,16124.0
bắc ninh,yên phong,trung nghĩa,16207.0
bắc ninh,yên phong,long châu,16208.0
bắc ninh,yên phong,đông phong,16209.0
bắc ninh,yên phong,thụy hòa,16210.0
bắc ninh,yên phong,tam đa,16211.0
bắc ninh,yên phong,dũng liệt,16212.0
bắc ninh,yên phong,yên trung,16213.0
bắc ninh,yên phong,đông tiến,16214.0
bắc ninh,yên phong,tam giang,16215.0
bắc ninh,yên phong,hòa tiến,16216.0
bắc ninh,yên phong,yên phụ,16217.0
bắc ninh,yên phong,văn môn,16218.0
bắc ninh,yên phong,đông thọ,16219.0
bắc ninh,từ sơn,đông ngàn,16306.0
bắc ninh,từ sơn,đồng nguyên,16307.0
bắc ninh,từ sơn,tương giang,16308.0
bắc ninh,từ sơn,tam sơn,16309.0
bắc ninh,từ sơn,hương mạc,16310.0
bắc ninh,từ sơn,đồng kỵ,16311.0
bắc ninh,từ sơn,phù khê,16312.0
bắc ninh,từ sơn,châu khê,16313.0
bắc ninh,từ sơn,trang hạ,16314.0
bắc ninh,từ sơn,đình bảng,16315.0
bắc ninh,từ sơn,phù chẩn,16316.0
bắc ninh,từ sơn,tân hồng,16317.0
bắc ninh,tiên du,phú lâm,16407.0
bắc ninh,tiên du,nội duệ,16408.0
bắc ninh,tiên du,hoàn sơn,16409.0
bắc ninh,tiên du,đại đồng,16410.0
bắc ninh,tiên du,tri phương,16411.0
bắc ninh,tiên du,cảnh hưng,16412.0
bắc ninh,tiên du,phật tích,16413.0
bắc ninh,tiên du,minh đạo,16414.0
bắc ninh,tiên du,việt đoàn,16415.0
bắc ninh,tiên du,tân chi,16416.0
bắc ninh,tiên du,lạc vệ,16417.0
bắc ninh,tiên du,hiên vân,16418.0
bắc ninh,tiên du,liên bão,16419.0
bắc ninh,thuận thành,song hồ,16507.0
bắc ninh,thuận thành,đại đồng thành,16508.0
bắc ninh,thuận thành,đình tổ,16509.0
bắc ninh,thuận thành,trí quả,16510.0
bắc ninh,thuận thành,thanh khương,16511.0
bắc ninh,thuận thành,hà mãn,16512.0
bắc ninh,thuận thành,xuân lâm,16513.0
bắc ninh,thuận thành,song liễu,16514.0
bắc ninh,thuận thành,ngũ thái,16515.0
bắc ninh,thuận thành,nguyệt đức,16516.0
bắc ninh,thuận thành,gia đông,16517.0
bắc ninh,thuận thành,ninh xá,16518.0
bắc ninh,thuận thành,nghĩa đạo,16519.0
bắc ninh,thuận thành,trạm lộ,16520.0
bắc ninh,thuận thành,an bình,16521.0
bắc ninh,thuận thành,mão điền,16522.0
bắc ninh,thuận thành,hoài thượng,16523.0
bắc ninh,lương tài,trung chính,16607.0
bắc ninh,lương tài,trừng xá,16608.0
bắc ninh,lương tài,minh tân,16609.0
bắc ninh,lương tài,lai hạ,16610.0
bắc ninh,lương tài,trung kênh,16611.0
bắc ninh,lương tài,an thịnh,16612.0
bắc ninh,lương tài,mỹ hương,16613.0
bắc ninh,lương tài,phú hòa,16614.0
bắc ninh,lương tài,tân lãng,16615.0
bắc ninh,lương tài,quảng phú,16616.0
bắc ninh,lương tài,bình định,16617.0
bắc ninh,lương tài,lâm thao,16618.0
bắc ninh,lương tài,phú lương,16619.0
bắc ninh,gia bình,xuân lai,16707.0
bắc ninh,gia bình,nhân thắng,16708.0
bắc ninh,gia bình,bình dương,16709.0
bắc ninh,gia bình,cao đức,16710.0
bắc ninh,gia bình,vạn ninh,16711.0
bắc ninh,gia bình,thái bảo,16712.0
bắc ninh,gia bình,đại lai,16713.0
bắc ninh,gia bình,song giang,16714.0
bắc ninh,gia bình,giang sơn,16715.0
bắc ninh,gia bình,lãng ngâm,16716.0
bắc ninh,gia bình,đông cứu,16717.0
bắc ninh,gia bình,đại bái,16718.0
bắc ninh,gia bình,quỳnh phú,16719.0
bắc ninh,quế võ,việt hùng,16807.0
bắc ninh,quế võ,phù lương,16808.0
bắc ninh,quế võ,quế tân,16809.0
bắc ninh,quế võ,bằng an,16810.0
bắc ninh,quế võ,nhân hòa,16811.0
bắc ninh,quế võ,việt thống,16812.0
bắc ninh,quế võ,đại xuân,16813.0
bắc ninh,quế võ,phương liễu,16814.0
bắc ninh,quế võ,phượng mao,16815.0
bắc ninh,quế võ,mộ đạo,16816.0
bắc ninh,quế võ,yên giả,16817.0
bắc ninh,quế võ,hán quảng,16818.0
bắc ninh,quế võ,chi lăng,16819.0
bắc ninh,quế võ,bồng lai,16820.0
bắc ninh,quế võ,cách bi,16821.0
bắc ninh,quế võ,đào viên,16822.0
bắc ninh,quế võ,ngọc xá,16823.0
bắc ninh,quế võ,châu phong,16824.0
bắc ninh,quế võ,đức long,16825.0
bắc ninh,quế võ,phù lãng,16826.0
bến tre,bến tre,2,86106.0
bến tre,bến tre,8,86107.0
bến tre,bến tre,1,86108.0
bến tre,bến tre,4,86109.0
bến tre,bến tre,phú hưng,86110.0
bến tre,bến tre,phú khương,86111.0
bến tre,bến tre,phú tân,86112.0
bến tre,bến tre,sơn đông,86113.0
bến tre,bến tre,mỹ thành,86114.0
bến tre,bến tre,bình phú,86115.0
bến tre,bến tre,6,86116.0
bến tre,bến tre,7,86117.0
bến tre,bến tre,5,86118.0
bến tre,bến tre,3,86119.0
bến tre,bến tre,mỹ thạnh an,86120.0
bến tre,bến tre,nhơn thạnh,86121.0
bến tre,bến tre,phú nhuận,86122.0
bến tre,bến tre,bc. 7,86155.0
bến tre,châu thành,phú an hòa,86207.0
bến tre,châu thành,an phước,86208.0
bến tre,châu thành,phước thạnh,86209.0
bến tre,châu thành,hữu định,86210.0
bến tre,châu thành,an hóa,86211.0
bến tre,châu thành,giao hòa,86212.0
bến tre,châu thành,giao long,86213.0
bến tre,châu thành,qưới sơn,86214.0
bến tre,châu thành,tân thạch,86215.0
bến tre,châu thành,an khánh,86216.0
bến tre,châu thành,tam phước,86217.0
bến tre,châu thành,tường đa,86218.0
bến tre,châu thành,sơn hòa,86219.0
bến tre,châu thành,an hiệp,86220.0
bến tre,châu thành,thành triệu,86221.0
bến tre,châu thành,phú túc,86222.0
bến tre,châu thành,phú đức,86223.0
bến tre,châu thành,quới thành,86224.0
bến tre,châu thành,tiên thủy,86225.0
bến tre,châu thành,tiên long,86226.0
bến tre,châu thành,tân phú,86227.0
bến tre,chợ lách,hòa nghĩa,86307.0
bến tre,chợ lách,tân thiềng,86308.0
bến tre,chợ lách,long thới,86309.0
bến tre,chợ lách,phú sơn,86310.0
bến tre,chợ lách,vĩnh thành,86311.0
bến tre,chợ lách,vĩnh hòa,86312.0
bến tre,chợ lách,hưng khánh trung b,86313.0
bến tre,chợ lách,phú phụng,86314.0
bến tre,chợ lách,vĩnh bình,86315.0
bến tre,chợ lách,sơn định,86316.0
bến tre,mỏ cày bắc,phước mỹ trung,86406.0
bến tre,mỏ cày bắc,thành an,86407.0
bến tre,mỏ cày bắc,hòa lộc,86408.0
bến tre,mỏ cày bắc,tân thành bình,86409.0
bến tre,mỏ cày bắc,tân phú tây,86410.0
bến tre,mỏ cày bắc,thạnh ngãi,86411.0
bến tre,mỏ cày bắc,thanh tân,86412.0
bến tre,mỏ cày bắc,phú mỹ,86413.0
bến tre,mỏ cày bắc,hưng khánh trung a,86414.0
bến tre,mỏ cày bắc,nhuận phú tân,86415.0
bến tre,mỏ cày bắc,tân thanh tây,86416.0
bến tre,mỏ cày bắc,tân bình,86417.0
bến tre,mỏ cày bắc,khánh thạnh tân,86418.0
bến tre,mỏ cày nam,phước hiệp,86507.0
bến tre,mỏ cày nam,định thủy,86508.0
bến tre,mỏ cày nam,tân hội,86509.0
bến tre,mỏ cày nam,an thạnh,86510.0
bến tre,mỏ cày nam,đa phước hội,86511.0
bến tre,mỏ cày nam,bình khánh tây,86512.0
bến tre,mỏ cày nam,bình khánh đông,86513.0
bến tre,mỏ cày nam,an định,86514.0
bến tre,mỏ cày nam,tân trung,86515.0
bến tre,mỏ cày nam,an thới,86516.0
bến tre,mỏ cày nam,thành thới a,86517.0
bến tre,mỏ cày nam,thành thới b,86518.0
bến tre,mỏ cày nam,ngãi đăng,86519.0
bến tre,mỏ cày nam,minh đức,86520.0
bến tre,mỏ cày nam,cẩm sơn,86521.0
bến tre,mỏ cày nam,hương mỹ,86522.0
bến tre,giồng trôm,bình hoà,86607.0
bến tre,giồng trôm,châu bình,86608.0
bến tre,giồng trôm,châu hòa,86609.0
bến tre,giồng trôm,phong mỹ,86610.0
bến tre,giồng trôm,phong nẫm,86611.0
bến tre,giồng trôm,mỹ thạnh,86612.0
bến tre,giồng trôm,lương hòa,86613.0
bến tre,giồng trôm,lương quới,86614.0
bến tre,giồng trôm,lương phú,86615.0
bến tre,giồng trôm,thuận điền,86616.0
bến tre,giồng trôm,sơn phú,86617.0
bến tre,giồng trôm,hưng phong,86618.0
bến tre,giồng trôm,phước long,86619.0
bến tre,giồng trôm,long mỹ,86620.0
bến tre,giồng trôm,tân lợi thạnh,86621.0
bến tre,giồng trôm,thạnh phú đông,86622.0
bến tre,giồng trôm,tân hào,86623.0
bến tre,giồng trôm,tân thanh,86624.0
bến tre,giồng trôm,bình thành,86625.0
bến tre,giồng trôm,hưng nhượng,86626.0
bến tre,giồng trôm,hưng lễ,86627.0
bến tre,bình đại,bình thắng,86707.0
bến tre,bình đại,đại hòa lộc,86708.0
bến tre,bình đại,bình thới,86709.0
bến tre,bình đại,thạnh trị,86710.0
bến tre,bình đại,phú long,86711.0
bến tre,bình đại,định trung,86712.0
bến tre,bình đại,lộc thuận,86713.0
bến tre,bình đại,phú vang,86714.0
bến tre,bình đại,vang quới đông,86715.0
bến tre,bình đại,thới lai,86716.0
bến tre,bình đại,vang quới tây,86717.0
bến tre,bình đại,phú thuận,86718.0
bến tre,bình đại,châu hưng,86719.0
bến tre,bình đại,long hòa,86720.0
bến tre,bình đại,long định,86721.0
bến tre,bình đại,tam hiệp,86722.0
bến tre,bình đại,thạnh phước,86723.0
bến tre,bình đại,thừa đức,86724.0
bến tre,bình đại,thới thuận,86725.0
bến tre,ba tri,vĩnh hòa,86807.0
bến tre,ba tri,phú ngãi,86808.0
bến tre,ba tri,bảo thạnh,86809.0
bến tre,ba tri,phước tuy,86810.0
bến tre,ba tri,tân xuân,86811.0
bến tre,ba tri,tân mỹ,86812.0
bến tre,ba tri,mỹ hòa,86813.0
bến tre,ba tri,mỹ chánh,86814.0
bến tre,ba tri,mỹ thạnh,86815.0
bến tre,ba tri,mỹ nhơn,86816.0
bến tre,ba tri,phú lễ,86817.0
bến tre,ba tri,an bình tây,86818.0
bến tre,ba tri,an ngãi trung,86819.0
bến tre,ba tri,an phú trung,86820.0
bến tre,ba tri,tân hưng,86821.0
bến tre,ba tri,an ngãi tây,86822.0
bến tre,ba tri,an hiệp,86823.0
bến tre,ba tri,an đức,86824.0
bến tre,ba tri,vĩnh an,86825.0
bến tre,ba tri,an hòa tây,86826.0
bến tre,ba tri,an thủy,86827.0
bến tre,ba tri,tân thủy,86828.0
bến tre,ba tri,bảo thuận,86829.0
bến tre,thạnh phú,an thạnh,86907.0
bến tre,thạnh phú,mỹ an,86908.0
bến tre,thạnh phú,mỹ hưng,86909.0
bến tre,thạnh phú,quới điền,86910.0
bến tre,thạnh phú,tân phong,86911.0
bến tre,thạnh phú,đại điền,86912.0
bến tre,thạnh phú,phú khánh,86913.0
bến tre,thạnh phú,thới thạnh,86914.0
bến tre,thạnh phú,hòa lợi,86915.0
bến tre,thạnh phú,bình thạnh,86916.0
bến tre,thạnh phú,an thuận,86917.0
bến tre,thạnh phú,an nhơn,86918.0
bến tre,thạnh phú,giao thạnh,86919.0
bến tre,thạnh phú,thạnh phong,86920.0
bến tre,thạnh phú,thạnh hải,86921.0
bến tre,thạnh phú,an điền,86922.0
bến tre,thạnh phú,an quy,86923.0
bình dương,thủ dầu một,phú cường,75106.0
bình dương,thủ dầu một,chánh nghĩa,75107.0
bình dương,thủ dầu một,phú thọ,75108.0
bình dương,thủ dầu một,phú hòa,75109.0
bình dương,thủ dầu một,phú lợi,75110.0
bình dương,thủ dầu một,hiệp thành,75111.0
bình dương,thủ dầu một,phú tân,75112.0
bình dương,thủ dầu một,phú mỹ,75113.0
bình dương,thủ dầu một,hòa phú,75114.0
bình dương,thủ dầu một,định hòa,75115.0
bình dương,thủ dầu một,hiệp an,75116.0
bình dương,thủ dầu một,tân an,75117.0
bình dương,thủ dầu một,tương bình hiệp,75118.0
bình dương,thủ dầu một,chánh mỹ,75119.0
bình dương,thuận an,lái thiêu,75206.0
bình dương,thuận an,vĩnh phú,75207.0
bình dương,thuận an,bình hòa,75208.0
bình dương,thuận an,an phú,75209.0
bình dương,thuận an,bình chuẩn,75210.0
bình dương,thuận an,thuận giao,75211.0
bình dương,thuận an,an thạnh,75212.0
bình dương,thuận an,hưng định,75213.0
bình dương,thuận an,bình nhâm,75214.0
bình dương,thuận an,an sơn,75215.0
bình dương,dĩ an,dĩ an,75306.0
bình dương,dĩ an,an bình,75307.0
bình dương,dĩ an,đông hòa,75308.0
bình dương,dĩ an,bình thắng,75309.0
bình dương,dĩ an,bình an,75310.0
bình dương,dĩ an,tân đông hiệp,75311.0
bình dương,dĩ an,tân bình,75312.0
bình dương,tân uyên,uyên hưng,75406.0
bình dương,tân uyên,hội nghĩa,75407.0
bình dương,tân uyên,tân hiệp,75408.0
bình dương,tân uyên,vĩnh tân,75409.0
bình dương,tân uyên,phú chánh,75410.0
bình dương,tân uyên,tân vĩnh hiệp,75411.0
bình dương,tân uyên,khánh bình,75412.0
bình dương,tân uyên,bạch đằng,75413.0
bình dương,tân uyên,thạnh phước,75414.0
bình dương,tân uyên,tân phước khánh,75415.0
bình dương,tân uyên,thái hòa,75416.0
bình dương,tân uyên,thạnh hội,75417.0
bình dương,bắc tân uyên,tân thành,75506.0
bình dương,bắc tân uyên,hiếu liêm,75507.0
bình dương,bắc tân uyên,tân định,75508.0
bình dương,bắc tân uyên,bình mỹ,75509.0
bình dương,bắc tân uyên,tân lập,75510.0
bình dương,bắc tân uyên,đất cuốc,75511.0
bình dương,bắc tân uyên,tân bình,75512.0
bình dương,bắc tân uyên,lạc an,75513.0
bình dương,bắc tân uyên,tân mỹ,75514.0
bình dương,bắc tân uyên,thường tân,75515.0
bình dương,phú giáo,an bình,75607.0
bình dương,phú giáo,phước sang,75608.0
bình dương,phú giáo,an thái,75609.0
bình dương,phú giáo,an long,75610.0
bình dương,phú giáo,an linh,75611.0
bình dương,phú giáo,tân hiệp,75612.0
bình dương,phú giáo,tân long,75613.0
bình dương,phú giáo,phước hoà,75614.0
bình dương,phú giáo,vĩnh hoà,75615.0
bình dương,phú giáo,tam lập,75616.0
bình dương,bàu bàng,lai uyên,75706.0
bình dương,bàu bàng,trừ văn thố,75707.0
bình dương,bàu bàng,cây trường ii,75708.0
bình dương,bàu bàng,long nguyên,75709.0
bình dương,bàu bàng,lai hưng,75710.0
bình dương,bàu bàng,tân hưng,75711.0
bình dương,bàu bàng,hưng hòa,75712.0
bình dương,dầu tiếng,thanh an,75807.0
bình dương,dầu tiếng,thanh tuyền,75808.0
bình dương,dầu tiếng,long tân,75809.0
bình dương,dầu tiếng,an lập,75810.0
bình dương,dầu tiếng,định hiệp,75811.0
bình dương,dầu tiếng,long hoà,75812.0
bình dương,dầu tiếng,định an,75813.0
bình dương,dầu tiếng,minh tân,75814.0
bình dương,dầu tiếng,minh thạnh,75815.0
bình dương,dầu tiếng,minh hoà,75816.0
bình dương,dầu tiếng,định thành,75817.0
bình dương,bến cát,mỹ phước,75906.0
bình dương,bến cát,an điền,75907.0
bình dương,bến cát,an tây,75908.0
bình dương,bến cát,phú an,75909.0
bình dương,bến cát,tân định,75910.0
bình dương,bến cát,thới hòa,75911.0
bình dương,bến cát,hòa lợi,75912.0
bình dương,bến cát,chánh phú hòa,75913.0
bình định,quy nhơn,trần phú,55106.0
bình định,quy nhơn,lê lợi,55107.0
bình định,quy nhơn,trần hưng đạo,55108.0
bình định,quy nhơn,lý thường kiệt,55109.0
bình định,quy nhơn,lê hồng phong,55110.0
bình định,quy nhơn,ngô mây,55111.0
bình định,quy nhơn,quang trung,55112.0
bình định,quy nhơn,nguyễn văn cừ,55113.0
bình định,quy nhơn,hải cảng,55114.0
bình định,quy nhơn,thị nại,55115.0
bình định,quy nhơn,đống đa,55116.0
bình định,quy nhơn,nhơn bình,55117.0
bình định,quy nhơn,nhơn phú,55118.0
bình định,quy nhơn,trần quang diệu,55119.0
bình định,quy nhơn,bùi thị xuân,55120.0
bình định,quy nhơn,ghềnh ráng,55121.0
bình định,quy nhơn,nhơn hải,55122.0
bình định,quy nhơn,nhơn hội,55123.0
bình định,quy nhơn,nhơn lý,55124.0
bình định,quy nhơn,phước mỹ,55125.0
bình định,quy nhơn,nhơn châu,55126.0
bình định,tuy phước,phước nghĩa,55207.0
bình định,tuy phước,phước lộc,55208.0
bình định,tuy phước,phước an,55209.0
bình định,tuy phước,phước thuận,55211.0
bình định,tuy phước,phước sơn,55212.0
bình định,tuy phước,phước hiệp,55213.0
bình định,tuy phước,phước thành,55214.0
bình định,tuy phước,phước hòa,55215.0
bình định,tuy phước,phước thắng,55216.0
bình định,tuy phước,phước hưng,55217.0
bình định,tuy phước,phước quang,55218.0
bình định,an nhơn,bình định,55256.0
bình định,an nhơn,nhơn hưng,55257.0
bình định,an nhơn,nhơn khánh,55258.0
bình định,an nhơn,nhơn lộc,55259.0
bình định,an nhơn,nhơn hoà,55260.0
bình định,an nhơn,nhơn an,55261.0
bình định,an nhơn,đập đá,55262.0
bình định,an nhơn,nhơn hậu,55263.0
bình định,an nhơn,nhơn mỹ,55264.0
bình định,an nhơn,nhơn phúc,55265.0
bình định,an nhơn,nhơn tân,55266.0
bình định,an nhơn,nhơn thọ,55267.0
bình định,an nhơn,nhơn hạnh,55268.0
bình định,an nhơn,nhơn phong,55269.0
bình định,an nhơn,nhơn thành,55270.0
bình định,phù cát,cát trinh,55307.0
bình định,phù cát,cát hanh,55308.0
bình định,phù cát,cát hiệp,55309.0
bình định,phù cát,cát tân,55310.0
bình định,phù cát,cát tường,55311.0
bình định,phù cát,cát nhơn,55312.0
bình định,phù cát,cát thành,55313.0
bình định,phù cát,cát khánh,55314.0
bình định,phù cát,cát tài,55315.0
bình định,phù cát,cát lâm,55316.0
bình định,phù cát,cát hưng,55317.0
bình định,phù cát,cát thắng,55318.0
